time_step,fixed_reward,fixed_cumulative_reward,fixed_grid_import_Building_3_kwh,fixed_grid_import_kwh,fixed_cumulative_grid_import_kwh,q_learning_reward,q_learning_cumulative_reward,q_learning_grid_import_Building_3_kwh,q_learning_grid_import_kwh,q_learning_cumulative_grid_import_kwh,reward_delta_q_minus_fixed,grid_import_delta_fixed_minus_q,cumulative_reward_delta_q_minus_fixed,cumulative_grid_import_delta_fixed_minus_q
454,-5.920261142511967,-2342.051021378346,2.0610313415527344,2.0610313415527344,879.1421952545643,-1.9308214808353152,-810.9048096657673,0.6721804141998291,0.6721804141998291,296.2257929481566,3.989439661676651,1.3888509273529053,1531.1462117125786,582.9164023064077
455,-5.8836766678476575,-2347.9346980461937,2.0517942905426025,2.0517942905426025,881.1939895451069,-1.9010409902407897,-812.805850656008,0.6629434823989868,0.6629434823989868,296.8887364305556,3.9826356776068677,1.3888508081436157,1535.1288473901857,584.3052531145513
456,-7.7915008908531185,-2355.726198937047,2.516477108001709,2.516477108001709,883.7104666531086,-3.4913492364799974,-816.297199892488,1.1276261806488037,1.1276261806488037,298.0163626112044,4.300151654373121,1.3888509273529053,1539.4289990445586,585.6941040419042
457,-6.278984932264091,-2362.0051838693107,2.0430538654327397,2.0430538654327397,885.7535205185413,-2.010583546630188,-818.3077834391182,0.654202938079834,0.654202938079834,298.6705655492842,4.268401385633903,1.3888509273529057,1543.6974004301924,587.0829549692571
458,-5.693171787283245,-2367.698355656594,1.805453896522522,1.805453896522522,887.5589744150639,-1.313681933794055,-819.6214653729123,0.4166029393672943,0.4166029393672943,299.0871684886515,4.37948985348919,1.3888509571552277,1548.0768902836815,588.4718059264123
459,-5.942613513981132,-2373.640969170575,1.8076807260513303,1.8076807260513303,889.3666551411152,-1.3768711902927069,-820.998336563205,0.4188297688961029,0.4188297688961029,299.5059982575476,4.565742323688426,1.3888509571552274,1552.6426326073697,589.8606568835676
460,-6.096703861347123,-2379.737673031922,1.80651330947876,1.80651330947876,891.173168450594,-1.40954605105685,-822.4078826142619,0.4176623523235321,0.4176623523235321,299.92366060987115,4.687157810290273,1.3888509571552279,1557.3297904176602,591.2495078407228
461,-9.147294922386436,-2388.884967954308,2.784750938415528,2.784750938415528,893.9579193890095,-4.58522465008682,-826.9931072643487,1.395900011062622,1.395900011062622,301.31956062093377,4.562070272299616,1.3888509273529057,1561.8918606899595,592.6383587680757
462,-6.788685645243323,-2395.6736535995515,1.978761911392212,1.978761911392212,895.9366813004017,-2.0238515319946373,-829.0169587963434,0.5899109840393066,0.5899109840393066,301.9094716049731,4.7648341132486856,1.3888509273529053,1566.6566948032082,594.0272096954286
463,-2.288172861475857,-2397.961826461027,1.6875885725021362,1.6875885725021362,897.6242698729038,-0.4050533308116542,-829.4220121271551,0.2987376451492309,0.2987376451492309,302.2082092501223,1.883119530664203,1.3888509273529053,1568.539814333872,595.4160606227815
464,-2.0767116303980626,-2400.0385380914254,1.543332815170288,1.543332815170288,899.1676026880741,-0.2078711279658819,-829.629883255121,0.1544818878173828,0.1544818878173828,302.3626911379397,1.8688405024321808,1.3888509273529053,1570.4086548363043,596.8049115501344
465,-1.7431434005832784,-2401.781681492009,1.3638211488723757,1.3638211488723757,900.5314238369465,0.0,-829.629883255121,0.0,0.0,302.3626911379397,1.7431434005832784,1.3638211488723757,1572.1517982368878,598.1687326990068
466,-1.5709468248667386,-2403.352628316876,1.143872857093811,1.143872857093811,901.6752966940404,0.0,-829.629883255121,0.0,0.0,302.3626911379397,1.5709468248667386,1.143872857093811,1573.7227450617547,599.3126055561007
467,-1.555664475628752,-2404.9082927925047,1.134879231452942,1.134879231452942,902.8101759254932,0.0,-829.629883255121,0.0,0.0,302.3626911379397,1.555664475628752,1.134879231452942,1575.2784095373836,600.4474847875535
468,-1.4188643781712016,-2406.327157170676,1.1062445640563965,1.1062445640563965,903.9164204895496,0.0,-829.629883255121,0.0,0.0,302.3626911379397,1.4188643781712016,1.1062445640563965,1576.697273915555,601.55372935161
469,-4.021468461842596,-2410.348625632518,1.2413543462753296,1.2413543462753296,905.157774835825,0.0,-829.629883255121,0.0,0.0,302.3626911379397,4.021468461842596,1.2413543462753296,1580.7187423773971,602.7950836978853
470,-3.839715346452287,-2414.1883409789707,1.2028781175613403,1.2028781175613403,906.3606529533864,0.0,-829.629883255121,0.0,0.0,302.3626911379397,3.839715346452287,1.2028781175613403,1584.5584577238496,603.9979618154467
471,-1.3992716565638033,-2415.5876126355347,1.1117709875106812,1.1117709875106812,907.472423940897,0.0,-829.629883255121,0.0,0.0,302.3626911379397,1.3992716565638033,1.1117709875106812,1585.9577293804136,605.1097328029573
472,-4.476661748148794,-2420.064274383684,1.430473566055298,1.430473566055298,908.9028975069524,-0.1302577493949456,-829.7601410045158,0.0416225902736187,0.0416225902736187,302.4043137282133,4.346403998753848,1.3888509757816794,1590.304133379168,606.4985837787391
473,-7.486737651150087,-2427.551012034833,2.502980947494507,2.502980947494507,911.4058784544468,-3.332505994308121,-833.092646998824,1.1141300201416016,1.1141300201416016,303.5184437483549,4.154231656841967,1.3888509273529053,1594.4583650360091,607.8874347060919
474,-6.611845246532782,-2434.1628572813665,2.205022096633911,2.205022096633911,913.6109005510808,-2.4473210315435305,-835.5399680303675,0.8161711096763611,0.8161711096763611,304.3346148580313,4.164524214989251,1.38885098695755,1598.622889250999,609.2762856930495
475,-6.951013828604574,-2441.113871109971,2.367405891418457,2.367405891418457,915.9783064424992,-2.8731654256987897,-838.4131334560662,0.978554904460907,0.978554904460907,305.3131697624922,4.077848402905785,1.38885098695755,1602.700737653905,610.665136680007
476,-9.16865951218862,-2450.28253062216,3.16500186920166,3.16500186920166,919.1433083117008,-5.145312219033955,-843.5584456751002,1.776150822639465,1.776150822639465,307.08932058513165,4.023347293154665,1.388851046562195,1606.7240849470595,612.0539877265692
477,-12.799648513505236,-2463.082179135665,4.316748142242432,4.316748142242432,923.4600564539433,-8.681548674831902,-852.2399943499321,2.927897453308105,2.927897453308105,310.0172180384397,4.118099838673334,1.3888506889343266,1610.8421847857326,613.4428384155035
478,-10.440781825370928,-2473.522960961036,3.395461320877075,3.395461320877075,926.8555177748204,-6.170172662082677,-858.4101670120148,2.00661039352417,2.00661039352417,312.0238284319639,4.270609163288252,1.3888509273529053,1615.1127939490211,614.8316893428565
479,-6.335924602311252,-2479.858885563347,2.079334020614624,2.079334020614624,928.934851795435,-2.1039660151465114,-860.5141330271613,0.6904829740524292,0.6904829740524292,312.71431140601635,4.2319585871647405,1.3888510465621948,1619.3447525361858,616.2205403894186
480,-5.659148956502031,-2485.518034519849,1.8109314441680908,1.8109314441680908,930.745783239603,-1.318998748976549,-861.8331317761379,0.4220804870128631,0.4220804870128631,313.1363918930292,4.3401502075254825,1.3888509571552277,1623.6849027437113,617.6093913465738
481,-5.805108491205525,-2491.3231430110545,1.8078527450561523,1.8078527450561523,932.5536359846592,-1.3454366199019507,-863.1785683960399,0.4190018475055694,0.4190018475055694,313.5553937405348,4.459671871303574,1.3888508975505829,1628.1445746150148,618.9982422441244
482,-5.719284546419536,-2497.042427557474,1.805453896522522,1.805453896522522,934.3590898811816,-1.319707372899105,-864.4982757689389,0.4166029393672943,0.4166029393672943,313.9719966799021,4.399577173520432,1.3888509571552277,1632.5441517885351,620.3870932012795
483,-9.122382340011368,-2506.1648098974856,2.847534656524658,2.847534656524658,937.2066245377064,-4.673049299279895,-869.1713250682188,1.4586836099624634,1.4586836099624634,315.43068028986454,4.4493330407314735,1.3888510465621948,1636.993484829267,621.7759442478418
484,-5.724710714541592,-2511.889520612028,1.80651330947876,1.80651330947876,939.0131378471852,-1.3235419604818996,-870.4948670287007,0.4176623523235321,0.4176623523235321,315.8483426421881,4.401168754059692,1.3888509571552279,1641.394653583327,623.1647952049972
485,-6.176382630089696,-2518.065903242117,1.9166030883789065,1.9166030883789065,940.929740935564,-1.7007167553911435,-872.1955837840918,0.5277521014213562,0.5277521014213562,316.3760947436094,4.475665874698553,1.3888509869575503,1645.8703194580253,624.5536461919546
486,-6.363035032557416,-2524.4289382746747,2.114621162414551,2.114621162414551,943.0443620979786,-2.1838911023906653,-874.3794748864825,0.7257703542709351,0.7257703542709351,317.1018650978804,4.179143930166751,1.3888508081436157,1650.0494633881922,625.9424970000982
487,-4.483053655626918,-2528.9119919303016,3.6637258529663086,3.6637258529663086,946.7080879509448,-2.7836106632018147,-877.1630855496843,2.2748749256134038,2.2748749256134038,319.37674002349377,1.6994429924251033,1.3888509273529048,1651.7489063806174,627.331347927451
488,-2.180475898804048,-2531.0924678291058,1.7696315050125122,1.7696315050125122,948.4777194559574,-0.4691840843423676,-877.6322696340267,0.3807806074619293,0.3807806074619293,319.7575206309557,1.7112918144616804,1.3888508975505829,1653.460198195079,628.7201988250017
489,-1.7372408794619865,-2532.829708708568,1.4028599262237549,1.4028599262237549,949.8805793821812,-0.0173480777013662,-877.6496177117281,0.0140089513733983,0.0140089513733983,319.7715295823291,1.7198928017606203,1.3888509748503566,1655.18009099684,630.1090497998521
490,-1.7093258891539336,-2534.539034597722,1.3236491680145264,1.3236491680145264,951.2042285501956,0.0,-877.6496177117281,0.0,0.0,319.7715295823291,1.7093258891539336,1.3236491680145264,1656.889416885994,631.4326989678665
491,-1.7907592060170636,-2536.329793803739,1.4287031888961792,1.4287031888961792,952.632931739092,-0.049951511865477,-877.6995692235936,0.0398523062467575,0.0398523062467575,319.81138188857585,1.7408076941515866,1.3888508826494217,1658.6302245801453,632.8215498505161
492,-1.2418459727774764,-2537.5716397765163,0.9474153518676758,0.9474153518676758,953.5803470909595,0.0,-877.6995692235936,0.0,0.0,319.81138188857585,1.2418459727774764,0.9474153518676758,1659.8720705529227,633.7689652023837
493,-0.9983453977017802,-2538.5699851742183,0.8226931691169739,0.8226931691169739,954.4030402600764,0.0,-877.6995692235936,0.0,0.0,319.81138188857585,0.9983453977017802,0.8226931691169739,1660.8704159506246,634.5916583715006
494,-1.0880534973921383,-2539.6580386716105,0.9042859077453612,0.9042859077453612,955.307326167822,0.0,-877.6995692235936,0.0,0.0,319.81138188857585,1.0880534973921383,0.9042859077453612,1661.9584694480168,635.4959442792461
495,-1.1709652896196532,-2540.8290039612302,1.0469393730163574,1.0469393730163574,956.3542655408382,0.0,-877.6995692235936,0.0,0.0,319.81138188857585,1.1709652896196532,1.0469393730163574,1663.1294347376365,636.5428836522624
496,-1.3182942554877854,-2542.147298216718,1.1829451322555542,1.1829451322555542,957.5372106730938,0.0,-877.6995692235936,0.0,0.0,319.81138188857585,1.3182942554877854,1.1829451322555542,1664.4477289931242,637.725828784518
497,-4.3746021209650285,-2546.521900337683,1.6321998834609983,1.6321998834609983,959.1694105565548,-0.6522210905406042,-878.3517903141342,0.243349015712738,0.243349015712738,320.0547309042886,3.7223810304244243,1.3888508677482603,1668.1701100235487,639.1146796522662
498,-5.24802770127535,-2551.7699280389584,1.9927250146865845,1.9927250146865845,961.1621355712414,-1.5903587186397998,-879.942149032774,0.6038740277290344,0.6038740277290344,320.6586049320176,3.6576689826355504,1.38885098695755,1671.8277790061843,640.5035306392238
499,-5.367059815861921,-2557.1369878548203,2.11142635345459,2.11142635345459,963.273561924696,-1.8367230886431491,-881.7788721214171,0.7225754261016846,0.7225754261016846,321.3811803581193,3.5303367272187725,1.3888509273529053,1675.3581157334033,641.8923815665767
500,-6.148528575897217,-2563.285516430717,2.459411382675171,2.459411382675171,965.7329733073713,-2.676401138305664,-884.4552732597227,1.0705604553222656,1.0705604553222656,322.4517408134416,3.4721274375915527,1.3888509273529053,1678.8302431709944,643.2812324939297
501,-6.099030494689941,-2569.3845469254074,2.4396121501922607,2.4396121501922607,968.1725854575634,-2.626903295516968,-887.0821765552397,1.050761342048645,1.050761342048645,323.5025021554902,3.472127199172973,1.3888508081436157,1682.3023703701679,644.6700833020732
502,-5.147652626037598,-2574.532199551445,2.059061050415039,2.059061050415039,970.2316465079784,-1.6755253076553345,-888.757701862895,0.6702101230621338,0.6702101230621338,324.17271227855235,3.472127318382263,1.3888509273529053,1685.7744976885501,646.0589342294261
503,-4.538990020751953,-2579.071189572197,1.815596103668213,1.815596103668213,972.0472426116468,-1.066862940788269,-889.8245648036833,0.4267451763153076,0.4267451763153076,324.59945745486766,3.472127079963684,1.3888509273529053,1689.2466247685138,647.4477851567791
504,-4.662622548996296,-2583.7338121211933,1.8109314441680908,1.8109314441680908,973.8581740558149,-1.0867346585761766,-890.9112994622594,0.4220804870128631,0.4220804870128631,325.0215379418805,3.5758878904201197,1.3888509571552277,1692.8225126589339,648.8366361139343
505,-4.812492693777358,-2588.5463048149704,1.8078527450561523,1.8078527450561523,975.6660268008708,-1.1153803435418697,-892.0266798058013,0.4190018475055694,0.4190018475055694,325.4405397893861,3.6971123502354883,1.3888508975505829,1696.519625009169,650.2254870114847
506,-4.819253828865567,-2593.365558643836,1.805453896522522,1.805453896522522,977.4714806973934,-1.1120280444531658,-893.1387078502545,0.4166029393672943,0.4166029393672943,325.8571427287534,3.707225784412401,1.3888509571552277,1700.2268507935814,651.61433796864
507,-4.822389267022072,-2598.187947910858,1.8076807260513303,1.8076807260513303,979.2791614234447,-1.1173213325278577,-894.2560291827823,0.4188297688961029,0.4188297688961029,326.2759724976495,3.7050679344942146,1.3888509571552274,1703.9319187280757,653.0031889257953
508,-5.228976950455884,-2603.416924861314,1.8240113258361816,1.8240113258361816,981.1031727492808,-1.2474942073127675,-895.5035233900951,0.4351603388786316,0.4351603388786316,326.7111328365281,3.9814827431431166,1.38885098695755,1707.9134014712188,654.3920399127527
509,-5.291005121910226,-2608.707929983224,1.9166030883789065,1.9166030883789065,983.0197758376598,-1.4569209199985076,-896.9604443100936,0.5277521014213562,0.5277521014213562,327.2388849379495,3.8340842019117183,1.3888509869575503,1711.7474856731303,655.7808908997104
510,-28.50212505478752,-2637.2100550380114,9.656782150268556,9.656782150268556,992.6765579879284,-24.402909687288048,-921.3633539973816,8.26793098449707,8.26793098449707,335.5068159224465,4.099215367499472,1.3888511657714862,1715.8467010406298,657.1697420654818
511,-5.763772318741683,-2642.973827356753,2.0174849033355717,2.0174849033355717,994.694042891264,-1.7959504500868395,-923.1593044474683,0.6286339163780212,0.6286339163780212,336.13544983882457,3.967821868654844,1.3888509869575505,1719.8145229092847,658.5585930524394
512,-10.01321659458963,-2652.987043951343,3.290355920791626,3.290355920791626,997.9843988120556,-5.78666260751855,-928.945967054987,1.9015049934387207,1.9015049934387207,338.0369548322633,4.226553987071081,1.3888509273529053,1724.041076896356,659.9474439797923
513,-3.065347566574959,-2656.052391517918,2.504380226135254,2.504380226135254,1000.4887790381908,-1.3654019931223806,-930.3113690481094,1.1155295372009275,1.1155295372009275,339.1524843694642,1.6999455734525784,1.3888506889343264,1725.7410224698083,661.3362946687266
514,-2.0998766268308757,-2658.1522681447486,1.7044721841812134,1.7044721841812134,1002.193251222372,-0.3888392584494567,-930.7002083065588,0.3156212568283081,0.3156212568283081,339.4681056262925,1.711037368381419,1.3888509273529053,1727.4520598381898,662.7251455960795
515,-2.2539295461838877,-2660.4061976909325,1.8234405517578125,1.8234405517578125,1004.01669177413,-0.5371901632847662,-931.2373984698436,0.4345895946025848,0.4345895946025848,339.9026952208951,1.7167393828991215,1.3888509571552277,1729.1687992210889,664.1139965532349
516,-1.772906303243485,-2662.179103994176,1.4569391012191772,1.4569391012191772,1005.473630875349,-0.0828542858872192,-931.320252755731,0.0680880025029182,0.0680880025029182,339.97078322339803,1.6900520173562659,1.388851098716259,1730.858851238445,665.502847651951
