time_step,fixed_reward,fixed_cumulative_reward,fixed_grid_import_Building_3_kwh,fixed_grid_import_kwh,fixed_cumulative_grid_import_kwh,q_learning_reward,q_learning_cumulative_reward,q_learning_grid_import_Building_3_kwh,q_learning_grid_import_kwh,q_learning_cumulative_grid_import_kwh,reward_delta_q_minus_fixed,grid_import_delta_fixed_minus_q,cumulative_reward_delta_q_minus_fixed,cumulative_grid_import_delta_fixed_minus_q
339,-5.755529679557504,-1758.6558764670658,1.8076807260513303,1.8076807260513303,676.7170270383358,-1.3335248846342025,-641.6610600619098,0.4188297688961029,0.4188297688961029,240.20811815187332,4.422004794923302,1.3888509571552274,1116.9948164051561,436.50890888646245
340,-5.797020464083956,-1764.4528969311498,1.8240113258361816,1.8240113258361816,678.541038364172,-1.383014214279107,-643.0440742761889,0.4351603388786316,0.4351603388786316,240.643278490752,4.414006249804849,1.38885098695755,1121.4088226549609,437.89775987342
341,-6.121458438605562,-1770.5743553697553,1.8886604309082031,1.8886604309082031,680.4296987950802,-1.6199646337497406,-644.6640389099387,0.4998095035552978,0.4998095035552978,241.14308799430728,4.501493804855821,1.3888509273529053,1125.9103164598166,439.2866108007729
342,-6.47601013221738,-1777.0503655019727,1.973111748695373,1.973111748695373,682.4028105437756,-1.9176203281405608,-646.5816592380792,0.5842608213424683,0.5842608213424683,241.72734881564972,4.558389804076819,1.3888509273529048,1130.4687062638936,440.6754617281258
343,-10.41096441217936,-1787.461329914152,3.218955993652344,3.218955993652344,685.6217665374279,-5.919048988843345,-652.5007082269225,1.8301050662994385,1.8301050662994385,243.5574538819492,4.491915423336016,1.3888509273529057,1134.9606216872294,442.0643126554787
344,-7.406738983112973,-1794.868068897265,2.2370145320892334,2.2370145320892334,687.8587810695171,-2.808263202975695,-655.3089714298982,0.8481634855270386,0.8481634855270386,244.40561736747625,4.598475780137278,1.3888510465621948,1139.5590974673669,443.4531637020409
345,-5.627073066053617,-1800.4951419633185,1.722522258758545,1.722522258758545,689.5813033282757,-1.090025387205793,-656.3989968171039,0.333671361207962,0.333671361207962,244.7392887286842,4.537047678847824,1.3888508975505829,1144.0961451462144,444.8420145995915
346,-4.385921204546548,-1804.881063167865,1.295119285583496,1.295119285583496,690.8764226138592,0.0,-656.3989968171039,0.0,0.0,244.7392887286842,4.385921204546548,1.295119285583496,1148.4820663507612,446.137133885175
347,-3.8368324416533897,-1808.7178956095183,1.1341986656188965,1.1341986656188965,692.0106212794781,0.0,-656.3989968171039,0.0,0.0,244.7392887286842,3.8368324416533897,1.1341986656188965,1152.3188987924145,447.2713325507939
348,-1.089240418519616,-1809.807136028038,0.8294560313224792,0.8294560313224792,692.8400773108006,0.0,-656.3989968171039,0.0,0.0,244.7392887286842,1.089240418519616,0.8294560313224792,1153.4081392109342,448.10078858211637
349,-0.9555777421760012,-1810.762713770214,0.7426283359527588,0.7426283359527588,693.5827056467533,0.0,-656.3989968171039,0.0,0.0,244.7392887286842,0.9555777421760012,0.7426283359527588,1154.3637169531103,448.8434169180691
350,-0.8619448764608535,-1811.624658646675,0.6758204102516174,0.6758204102516174,694.2585260570049,0.0,-656.3989968171039,0.0,0.0,244.7392887286842,0.8619448764608535,0.6758204102516174,1155.225661829571,449.51923732832074
351,-0.9304496220071692,-1812.5551082686825,0.7700502872467041,0.7700502872467041,695.0285763442516,0.0,-656.3989968171039,0.0,0.0,244.7392887286842,0.9304496220071692,0.7700502872467041,1156.1561114515785,450.28928761556745
352,-3.423221892391712,-1815.978330161074,1.1461035013198853,1.1461035013198853,696.1746798455715,0.0,-656.3989968171039,0.0,0.0,244.7392887286842,3.423221892391712,1.1461035013198853,1159.5793333439701,451.43539111688733
353,-4.96189426657905,-1820.940224427653,1.7184748649597168,1.7184748649597168,697.8931547105312,-0.9517502702083638,-657.3507470873122,0.3296239078044891,0.3296239078044891,245.06891263648868,4.010143996370687,1.3888509571552277,1163.5894773403406,452.82424207404256
354,-6.902089508021527,-1827.8423139356744,2.362045764923096,2.362045764923096,700.2552004754543,-2.8437545866904355,-660.1945016740027,0.9731948375701904,0.9731948375701904,246.04210747405887,4.058334921331092,1.3888509273529057,1167.6478122616718,454.21309300139546
355,-6.722028028742442,-1834.564341964417,2.369929313659668,2.369929313659668,702.625129789114,-2.782713987097713,-662.9772156611004,0.9810782074928284,0.9810782074928284,247.0231856815517,3.939314041644729,1.3888511061668396,1171.5871263033166,455.6019441075623
356,-7.68308268289411,-1842.2474246473112,2.699812889099121,2.699812889099121,705.3249426782131,-3.730713643354829,-666.7079293044553,1.3109619617462158,1.3109619617462158,248.3341476432979,3.9523690395392808,1.3888509273529053,1175.5394953428558,456.9907950349152
357,-6.307295716139652,-1848.5547203634508,2.205382823944092,2.205382823944092,707.5303255021572,-2.3352442732772416,-669.0431735777325,0.8165318369865417,0.8165318369865417,249.15067948028445,3.9720514428624107,1.38885098695755,1179.511546785718,458.37964602187276
358,-6.138753154526361,-1854.693473517977,2.0983924865722656,2.0983924865722656,709.6287179887295,-2.075731885278477,-671.1189054630111,0.7095414996147156,0.7095414996147156,249.8602209798992,4.0630212692478835,1.38885098695755,1183.574568054966,459.7684970088303
359,-11.496668090729449,-1866.1901416087064,3.882394790649414,3.882394790649414,713.5111127793789,-7.383959992850579,-678.5028654558616,2.493544101715088,2.493544101715088,252.35376508161423,4.11270809787887,1.3888506889343262,1187.6872761528448,461.15734769776464
360,-5.295165894861566,-1871.485307503568,1.8109314441680908,1.8109314441680908,715.322044223547,-1.2341638724531396,-679.7370293283147,0.4220804870128631,0.4220804870128631,252.77584556862712,4.0610020224084264,1.3888509571552277,1191.7482781752533,462.54619865491986
361,-5.57973493163657,-1877.0650424352043,1.8078527450561523,1.8078527450561523,717.1298969686031,-1.2932023092665683,-681.0302316375813,0.4190018475055694,0.4190018475055694,253.1948474161327,4.286532622370002,1.3888508975505829,1196.0348107976229,463.93504955247045
362,-5.757499082197804,-1882.8225415174024,1.805453896522522,1.805453896522522,718.9353508651257,-1.3285252598584218,-682.3587568974398,0.4166029393672943,0.4166029393672943,253.6114503555,4.428973822339382,1.3888509571552277,1200.4637846199626,465.3239005096257
363,-5.742129504369178,-1888.564671021772,1.8076807260513303,1.8076807260513303,720.743031591177,-1.3304201370146114,-683.6891770344544,0.4188297688961029,0.4188297688961029,254.03028012439609,4.411709367354566,1.3888509571552274,1204.8754939873177,466.7127514667809
364,-6.111462166037139,-1894.6761331878088,1.8240113258361816,1.8240113258361816,722.5670429170132,-1.4580316039981351,-685.1472086384525,0.4351603388786316,0.4351603388786316,254.46544046327472,4.653430562039004,1.38885098695755,1209.5289245493564,468.10160245373845
365,-6.03989079231754,-1900.7160239801265,1.8886604309082031,1.8886604309082031,724.4557033479214,-1.5983788133819228,-686.7455874518345,0.4998095035552978,0.4998095035552978,254.96524996683,4.441511978935617,1.3888509273529053,1213.9704365282919,469.49045338109136
366,-6.115847775885867,-1906.831871756012,1.846992254257202,1.846992254257202,726.3026956021786,-1.5170189505491103,-688.2626064023835,0.4581412971019745,0.4581412971019745,255.423391263932,4.598828825336756,1.3888509571552274,1218.5692653536285,470.8793043382466
367,-5.741756220072299,-1912.5736279760845,1.715444564819336,1.715444564819336,728.0181401669979,-1.0931399870426048,-689.3557463894261,0.3265936374664306,0.3265936374664306,255.7499849013984,4.648616233029694,1.3888509273529053,1223.2178815866582,472.2681552655995
368,-5.371607305074257,-1917.9452352811588,1.6523247957229614,1.6523247957229614,729.6704649627209,-0.8565374667449627,-690.2122838561711,0.2634738683700561,0.2634738683700561,256.0134587697685,4.515069838329294,1.3888509273529053,1227.7329514249877,473.6570061929524
369,-5.585808279443927,-1923.5310435606027,1.6234300136566162,1.6234300136566162,731.2938949763775,-0.8071266514566048,-691.0194105076278,0.2345790714025497,0.2345790714025497,256.248037841171,4.778681627987322,1.3888509422540665,1232.511633052975,475.04585713520646
370,-4.52528798411563,-1928.0563315447184,1.356281876564026,1.356281876564026,732.6501768529415,0.0,-691.0194105076278,0.0,0.0,256.248037841171,4.52528798411563,1.356281876564026,1237.0369210370907,476.4021390117705
371,-3.8703378883528794,-1931.9266694330715,1.150368094444275,1.150368094444275,733.8005449473858,0.0,-691.0194105076278,0.0,0.0,256.248037841171,3.8703378883528794,1.150368094444275,1240.9072589254438,477.55250710621476
372,-4.415881507971911,-1936.3425509410436,1.3395828008651731,1.3395828008651731,735.140127748251,0.0,-691.0194105076278,0.0,0.0,256.248037841171,4.415881507971911,1.3395828008651731,1245.3231404334158,478.89208990707994
373,-2.599776463110675,-1938.942327404154,0.8145094513893127,0.8145094513893127,735.9546371996403,0.0,-691.0194105076278,0.0,0.0,256.248037841171,2.599776463110675,0.8145094513893127,1247.9229168965262,479.70659935846925
374,-3.0235446397248023,-1941.9658720438788,0.9648054838180542,0.9648054838180542,736.9194426834583,0.0,-691.0194105076278,0.0,0.0,256.248037841171,3.0235446397248023,0.9648054838180542,1250.946461536251,480.6714048422873
375,-3.3522448397016884,-1945.3181168835804,1.0890620946884155,1.0890620946884155,738.0085047781467,0.0,-691.0194105076278,0.0,0.0,256.248037841171,3.3522448397016884,1.0890620946884155,1254.2987063759526,481.7604669369757
376,-5.225629276334409,-1950.5437461599147,1.77553391456604,1.77553391456604,739.7840386927128,-1.138058868332492,-692.1574693759602,0.3866830170154571,0.3866830170154571,256.6347208581865,4.087570408001917,1.3888508975505829,1258.3862767839546,483.1493178345263
377,-4.475161984741377,-1955.018908144656,1.510168433189392,1.510168433189392,741.2942071259022,-0.359506540033476,-692.5169759159937,0.1213174909353256,0.1213174909353256,256.7560383491218,4.115655444707901,1.3888509422540665,1262.5019322286623,484.53816877678037
378,-6.209809003742945,-1961.228717148399,2.175581693649292,2.175581693649292,743.4697888195515,-2.2455822749622407,-694.7625581909559,0.7867307662963867,0.7867307662963867,257.5427691154182,3.9642267287807047,1.3888509273529053,1266.466158957443,485.9270197041333
379,-8.12480216326988,-1969.3535193116688,2.8479809761047363,2.8479809761047363,746.3177697956562,-4.162648780066282,-698.9252069710222,1.4591301679611206,1.4591301679611206,259.0018992833793,3.9621533832035984,1.3888508081436157,1270.4283123406467,487.3158705122769
380,-9.345051660903634,-1978.6985709725725,3.1773641109466557,3.1773641109466557,749.4951339066029,-5.260255753654444,-704.1854627246767,1.78851318359375,1.78851318359375,260.79041246697307,4.08479590724919,1.3888509273529057,1274.5131082478958,488.7047214396298
381,-7.6896307833943265,-1986.3882017559667,2.5788698196411133,2.5788698196411133,752.074003726244,-3.54837880426403,-707.7338415289407,1.1900190114974976,1.1900190114974976,261.98043147847056,4.141251979130296,1.3888508081436157,1278.654360227026,490.0935722477734
382,-6.020122858324612,-1992.4083246142916,2.0983924865722656,2.0983924865722656,754.1723962128162,-2.0356187414221494,-709.7694602703629,0.7095414996147156,0.7095414996147156,262.6899729780853,3.9845041169024626,1.38885098695755,1282.6388643439286,491.48242323473096
383,-5.499567220234894,-1997.9078918345265,1.815596103668213,1.815596103668213,755.9879923164845,-1.2926409687656817,-711.0621012391285,0.4267451763153076,0.4267451763153076,263.1167181544006,4.206926251469213,1.3888509273529053,1286.8457905953978,492.87127416208386
384,-5.677666122184019,-2003.5855579567103,1.8109314441680908,1.8109314441680908,757.7989237606525,-1.3233146131739506,-712.3854158523025,0.4220804870128631,0.4220804870128631,263.53879864141345,4.354351509010068,1.3888509571552277,1291.2001421044079,494.2601251192391
385,-5.89624197540176,-2009.481799932112,1.8078527450561523,1.8078527450561523,759.6067765057087,-1.3665584175604484,-713.7519742698629,0.4190018475055694,0.4190018475055694,263.957800488919,4.529683557841311,1.3888508975505829,1295.729825662249,495.6489760167897
386,-5.972206971942524,-2015.4540069040547,1.805453896522522,1.805453896522522,761.4122304022312,-1.378068447090311,-715.1300427169532,0.4166029393672943,0.4166029393672943,264.3744034282863,4.594138524852212,1.3888509571552277,1300.3239641871014,497.0378269739449
387,-6.159944139481786,-2021.6139510435364,1.8076807260513303,1.8076807260513303,763.2199111282825,-1.4272255127328477,-716.5572682296861,0.4188297688961029,0.4188297688961029,264.7932331971824,4.732718626748939,1.3888509571552274,1305.0566828138503,498.42667793110013
388,-6.082594663470324,-2027.6965457070064,1.8240113258361816,1.8240113258361816,765.0439224541187,-1.4511445890862509,-718.0084128187723,0.4351603388786316,0.4351603388786316,265.22839353606105,4.631450074384073,1.38885098695755,1309.6881328882341,499.8155289180577
389,-6.409957755985791,-2034.1065034629924,1.9166030883789065,1.9166030883789065,766.9605255424976,-1.7650335495481009,-719.7734463683204,0.5277521014213562,0.5277521014213562,265.7561456374824,4.64492420643769,1.3888509869575503,1314.3330570946719,501.20437990501523
390,-7.10188855476099,-2041.208392017753,2.11478042602539,2.11478042602539,769.075305968523,-2.437827745490779,-722.2112741138112,0.7259294986724854,0.7259294986724854,266.4820751361549,4.664060809270211,1.3888509273529048,1318.997117903942,502.59323083236814
391,-8.650026524578333,-2049.8584185423315,2.6935083866119385,2.6935083866119385,771.768814355135,-4.189822420438532,-726.4010965342497,1.3046574592590332,1.3046574592590332,267.7867325954139,4.460204104139801,1.3888509273529053,1323.4573220080817,503.98208175972104
392,-7.140690805626946,-2056.9991093479584,2.0883755683898926,2.0883755683898926,773.8571899235249,-2.391853973142588,-728.7929505073923,0.6995246410369873,0.6995246410369873,268.4862572364509,4.748836832484358,1.3888509273529053,1328.206158840566,505.37093268707395
393,-6.523687989520477,-2063.522797337479,1.880054593086243,1.880054593086243,775.7372445166111,-1.704449901516091,-730.4974004089084,0.4912036061286926,0.4912036061286926,268.9774608425796,4.819238088004386,1.3888509869575503,1333.0253969285704,506.7597836740315
394,-8.14177097982938,-2071.6645683173083,2.352393865585327,2.352393865585327,778.0896383821964,-3.334877339891864,-733.8322777488003,0.9635428786277772,0.9635428786277772,269.9410037212074,4.806893639937515,1.38885098695755,1337.8322905685081,508.14863466098905
395,-5.3420182229425945,-2077.0065865402507,1.5628528594970703,1.5628528594970703,779.6524912416935,-0.5947595220218698,-734.4270372708221,0.1740019619464874,0.1740019619464874,270.11500568315387,4.7472587009207246,1.3888508975505829,1342.5795492694288,509.53748555853963
396,-8.783986372840037,-2085.7905729130907,2.623290777206421,2.623290777206421,782.2757820188999,-4.133473390110339,-738.5605106609324,1.2344398498535156,1.2344398498535156,271.3494455330074,4.650512982729698,1.3888509273529053,1347.2300622521584,510.92633648589253
397,-3.947828187071385,-2089.7384011001623,1.2367228269577026,1.2367228269577026,783.5125048458576,0.0,-738.5605106609324,0.0,0.0,271.3494455330074,3.947828187071385,1.2367228269577026,1351.17789043923,512.1630593128502
398,-2.606648728761684,-2092.345049828924,0.8816791772842407,0.8816791772842407,784.3941840231419,0.0,-738.5605106609324,0.0,0.0,271.3494455330074,2.606648728761684,0.8816791772842407,1353.7845391679916,513.0447384901345
399,-2.5622091486821623,-2094.907258977606,0.8365483283996582,0.8365483283996582,785.2307323515415,0.0,-738.5605106609324,0.0,0.0,271.3494455330074,2.5622091486821623,0.8365483283996582,1356.3467483166737,513.8812868185341
400,-3.882432591938096,-2098.789691569544,1.2629324197769165,1.2629324197769165,786.4936647713184,0.0,-738.5605106609324,0.0,0.0,271.3494455330074,3.882432591938096,1.2629324197769165,1360.2291809086119,515.144219238311
401,-5.375002510403662,-2104.164694079948,1.802609086036682,1.802609086036682,788.2962738573551,-1.233740202696807,-739.7942508636293,0.4137581884860992,0.4137581884860992,271.7632037214935,4.141262307706855,1.3888508975505827,1364.3704432163186,516.5330701358616
402,-6.252013476958928,-2110.4167075569067,2.21628999710083,2.21628999710083,790.512563854456,-2.334153087671939,-742.1284039513012,0.82743901014328,0.82743901014328,272.5906427316368,3.917860389286989,1.38885098695755,1368.2883036056055,517.9219211228192
403,-6.538501052700349,-2116.955208609607,2.3678247928619385,2.3678247928619385,792.8803886473179,-2.703333425563551,-744.8317373768647,0.978973627090454,0.978973627090454,273.5696163587272,3.8351676271367983,1.3888511657714844,1372.1234712327423,519.3107722885907
404,-6.534172067233794,-2123.4893806768405,2.387763500213623,2.387763500213623,795.2681521475315,-2.7335479658459234,-747.5652853427106,0.998912513256073,0.998912513256073,274.5685288719833,3.800624101387871,1.38885098695755,1375.92409533413,520.6996232755482
405,-6.855070941970887,-2130.3444516188115,2.4436404705047607,2.4436404705047607,797.7117926180363,-2.958969248273585,-750.5242545909841,1.0547895431518557,1.0547895431518557,275.62331841513515,3.8961016936973016,1.388850927352905,1379.8201970278274,522.0884742029011
406,-7.159557082000659,-2137.504008700812,2.5395827293396,2.5395827293396,800.2513753473759,-3.2441274541782,-753.7683820451623,1.1507318019866943,1.1507318019866943,276.77405021712184,3.915429627822459,1.3888509273529057,1383.7356266556496,523.477325130254
407,-4.982945379947341,-2142.4869540807595,1.815596103668213,1.815596103668213,802.0669714510441,-1.1712120400205777,-754.9395940851829,0.4267451763153076,0.4267451763153076,277.20079539343715,3.8117333399267634,1.3888509273529053,1387.5473599955767,524.8661760576069
408,-6.7622553773064284,-2149.2492094580657,2.2853667736053467,2.2853667736053467,804.3523382246494,-2.652733489296679,-757.5923275744796,0.8965158462524414,0.8965158462524414,278.0973112396896,4.109521888009749,1.3888509273529053,1391.6568818835863,526.2550269849598
409,-5.376756604489401,-2154.625966062555,1.8078527450561523,1.8078527450561523,806.1601909697056,-1.2461584900504477,-758.83848606453,0.4190018475055694,0.4190018475055694,278.5163130871952,4.130598114438953,1.3888508975505829,1395.787479998025,527.6438778825104
410,-5.569603725897347,-2160.1955697884523,1.805453896522522,1.805453896522522,807.9656448662281,-1.2851689825075332,-760.1236550470376,0.4166029393672943,0.4166029393672943,278.93291602656245,4.284434743389815,1.3888509571552277,1400.0719147414147,529.0327288396657
411,-5.687141032996215,-2165.8827108214487,1.8076807260513303,1.8076807260513303,809.7733255922794,-1.3176796076408703,-761.4413346546785,0.4188297688961029,0.4188297688961029,279.35174579545856,4.369461425355345,1.3888509571552274,1404.4413761667702,530.4215797968209
412,-5.709286838274178,-2171.591997659723,1.8240113258361816,1.8240113258361816,811.5973369181156,-1.3620833149805929,-762.8034179696591,0.4351603388786316,0.4351603388786316,279.7869061343372,4.347203523293585,1.38885098695755,1408.7885796900637,531.8104307837784
413,-5.951838794928942,-2177.543836454652,1.8886604309082031,1.8886604309082031,813.4859973490238,-1.5750769935409228,-764.3784949632001,0.4998095035552978,0.4998095035552978,280.2867156378925,4.376761801388019,1.3888509273529053,1413.1653414914522,533.1992817111313
414,-6.662163445260133,-2184.205999899912,2.106680393218994,2.106680393218994,815.5926777422428,-2.270063561771038,-766.6485585249711,0.7178295850753784,0.7178295850753784,281.00454522296786,4.392099883489095,1.3888508081436157,1417.557441374941,534.588132519275
415,-6.5069646447997,-2190.712964544711,2.0515799522399902,2.0515799522399902,817.6442576944828,-2.101967227052978,-768.7505257520241,0.6627289652824402,0.6627289652824402,281.6672741882503,4.404997417746722,1.38885098695755,1421.962438792687,535.9769835062325
416,-1.9153384575941272,-2192.628303002305,1.493199110031128,1.493199110031128,819.1374568045139,-0.1338482687685622,-768.8843740207927,0.1043481975793838,0.1043481975793838,281.7716223858297,1.781490188825565,1.388850912451744,1423.7439289815125,537.3658344186842
417,-1.7868479674247282,-2194.4151509697303,1.3189057111740112,1.3189057111740112,820.4563625156879,0.0,-768.8843740207927,0.0,0.0,281.7716223858297,1.7868479674247282,1.3189057111740112,1425.5307769489377,538.6847401298583
418,-2.308630178893316,-2196.723781148624,1.848215937614441,1.848215937614441,822.3045784533024,-0.5737987127122437,-769.458172733505,0.4593650102615356,0.4593650102615356,282.2309873960912,1.7348314661810724,1.3888509273529053,1427.265608415119,540.0735910572112
419,-1.2656869276559293,-2197.98946807628,0.9828675985336304,0.9828675985336304,823.287446051836,0.0,-769.458172733505,0.0,0.0,282.2309873960912,1.2656869276559293,0.9828675985336304,1428.5312953427751,541.0564586557448
420,-1.2802831433686226,-2199.2697512196487,1.0215445756912231,1.0215445756912231,824.3089906275272,0.0,-769.458172733505,0.0,0.0,282.2309873960912,1.2802831433686226,1.0215445756912231,1429.8115784861438,542.078003231436
421,-0.9356854986306644,-2200.2054367182795,0.7692625522613525,0.7692625522613525,825.0782531797886,0.0,-769.458172733505,0.0,0.0,282.2309873960912,0.9356854986306644,0.7692625522613525,1430.7472639847747,542.8472657836974
422,-0.7584503279709092,-2200.9638870462504,0.6524592041969299,0.6524592041969299,825.7307123839855,0.0,-769.458172733505,0.0,0.0,282.2309873960912,0.7584503279709092,0.6524592041969299,1431.5057143127456,543.4997249878943
423,-0.8471610521651959,-2201.8110480984155,0.7546067237854004,0.7546067237854004,826.4853191077709,0.0,-769.458172733505,0.0,0.0,282.2309873960912,0.8471610521651959,0.7546067237854004,1432.3528753649107,544.2543317116797
424,-1.073381461164672,-2202.88442955958,0.9470054507255554,0.9470054507255554,827.4323245584965,0.0,-769.458172733505,0.0,0.0,282.2309873960912,1.073381461164672,0.9470054507255554,1433.4262568260751,545.2013371624053
425,-4.224937155914086,-2207.109366715494,1.5120422840118408,1.5120422840118408,828.9443668425083,-0.3442204712450774,-769.80239320475,0.1231913939118385,0.1231913939118385,282.35417879000306,3.880716684669008,1.3888508901000023,1437.3069735107442,546.5901880525053
426,-5.4494399171396255,-2212.5588066326336,1.9471148252487185,1.9471148252487185,830.891481667757,-1.5624273986674326,-771.3648206034175,0.558263897895813,0.558263897895813,282.9124426878989,3.8870125184721926,1.3888509273529055,1441.1939860292161,547.9790389798582
427,-5.579059199450208,-2218.137865832084,2.1136789321899414,2.1136789321899414,833.005160599947,-1.913184899016672,-773.2780055024341,0.7248280644416809,0.7248280644416809,283.63727075234056,3.6658743004335363,1.3888508677482605,1444.85986032965,549.3678898476064
428,-6.962309981585167,-2225.100175813669,2.459411382675171,2.459411382675171,835.4645719826221,-3.03063312302038,-776.3086386254545,1.0705604553222656,1.0705604553222656,284.7078312076628,3.931676858564787,1.3888509273529053,1448.7915371882145,550.7567407749593
429,-6.1944844117281725,-2231.2946602253974,2.205382823944092,2.205382823944092,837.6699548065662,-2.2934764595510315,-778.6021150850055,0.8165318369865417,0.8165318369865417,285.52436304464936,3.901007952177141,1.38885098695755,1452.6925451403918,552.1455917619169
430,-4.947470347485704,-2236.242130572883,1.8248319625854488,1.8248319625854488,839.4947867691517,-1.1820285505832695,-779.7841436355887,0.4359810948371887,0.4359810948371887,285.9603441394865,3.7654417969024347,1.38885086774826,1456.4579869372942,553.5344426296651
431,-5.6547225215954615,-2241.8968530944785,2.0528128147125244,2.0528128147125244,841.5475995838642,-1.8289637994446368,-781.6131074350334,0.6639618873596191,0.6639618873596191,286.62430602684617,3.825758722150825,1.3888509273529053,1460.2837456594452,554.923293557018
432,-5.139942097607126,-2247.0367951920857,1.8109314441680908,1.8109314441680908,843.3585310280323,-1.1979852887184317,-782.8110927237518,0.4220804870128631,0.4220804870128631,287.04638651385903,3.941956808888695,1.3888509571552277,1464.225702468334,556.3121445141733
433,-5.373071622252762,-2252.4098668143383,1.8078527450561523,1.8078527450561523,845.1663837730885,-1.2453044302077465,-784.0563971539596,0.4190018475055694,0.4190018475055694,287.4653883613646,4.127767192045015,1.3888508975505829,1468.3534696603788,557.7009954117239
434,-5.813261782393723,-2258.223128596732,1.805453896522522,1.805453896522522,846.971837669611,-1.3413923319517986,-785.3977894859114,0.4166029393672943,0.4166029393672943,287.8819913007319,4.4718694504419245,1.3888509571552277,1472.8253391108206,559.0898463688791
435,-6.081654051238503,-2264.3047826479706,1.8076807260513303,1.8076807260513303,848.7795183956623,-1.4090861256207556,-786.8068756115322,0.4188297688961029,0.4188297688961029,288.300821069628,4.672567925617747,1.3888509571552274,1477.4979070364384,560.4786973260343
436,-5.873048909182156,-2270.177831557153,1.8240113258361816,1.8240113258361816,850.6035297214985,-1.401152570165861,-788.2080281816981,0.4351603388786316,0.4351603388786316,288.73598140850663,4.471896339016295,1.38885098695755,1481.9698033754548,561.8675483129919
437,-6.028787048391071,-2276.206618605544,1.8886604309082031,1.8886604309082031,852.4921901524067,-1.5954403514706803,-789.8034685331687,0.4998095035552978,0.4998095035552978,289.235790912062,4.433346696920391,1.3888509273529053,1486.4031500723754,563.2563992403448
438,-10.213026713583227,-2286.419645319127,3.1375892162323,3.1375892162323,855.629779368639,-5.69223991960636,-795.495708452775,1.7487382888793943,1.7487382888793943,290.9845292009413,4.520786793976868,1.3888509273529055,1490.923936866352,564.6452501676977
439,-5.710897372623579,-2292.13054269175,1.7039896249771118,1.7039896249771118,857.3337689936161,-1.0561828680859662,-796.551891320861,0.3151386678218841,0.3151386678218841,291.2996678687632,4.654714504537613,1.3888509571552277,1495.578651370889,566.0341011248529
440,-5.661414656819594,-2297.79195734857,1.6650453805923462,1.6650453805923462,858.9988143742085,-0.9391042618652932,-797.4909955827263,0.2761944234371185,0.2761944234371185,291.5758622922003,4.722310394954301,1.3888509571552277,1500.3009617658438,567.4229520820081
441,-1.6881873976443025,-2299.4801447462146,1.2706409692764282,1.2706409692764282,860.2694553434849,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,1.6881873976443025,1.2706409692764282,1501.9891491634883,568.6935930512846
442,-1.395799227217852,-2300.8759439734326,1.0201773643493652,1.0201773643493652,861.2896327078342,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,1.395799227217852,1.0201773643493652,1503.3849483907063,569.7137704156339
443,-1.2224282534585198,-2302.098372226891,0.9263108372688292,0.9263108372688292,862.2159435451031,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,1.2224282534585198,0.9263108372688292,1504.6073766441648,570.6400812529027
444,-1.346779276135578,-2303.445151503027,1.0070866346359253,1.0070866346359253,863.223030179739,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,1.346779276135578,1.0070866346359253,1505.9541559203005,571.6471678875387
445,-0.7808589449241216,-2304.226010447951,0.6100226044654846,0.6100226044654846,863.8330527842045,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,0.7808589449241216,0.6100226044654846,1506.7350148652247,572.2571904920042
446,-0.8405508246859938,-2305.066561272637,0.6894534230232239,0.6894534230232239,864.5225062072277,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,0.8405508246859938,0.6894534230232239,1507.5755656899107,572.9466439150274
447,-0.955785809561157,-2306.0223470821984,0.7684128880500793,0.7684128880500793,865.2909190952778,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,0.955785809561157,0.7684128880500793,1508.531351499472,573.7150568030775
448,-1.1022359930717054,-2307.12458307527,0.9589545726776124,0.9589545726776124,866.2498736679554,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,1.1022359930717054,0.9589545726776124,1509.6335874925437,574.6740113757551
449,-1.489482187816687,-2308.6140652630866,1.2981359958648682,1.2981359958648682,867.5480096638203,0.0,-797.4909955827263,0.0,0.0,291.5758622922003,1.489482187816687,1.2981359958648682,1511.1230696803602,575.9721473716199
450,-6.170752835992971,-2314.7848180990795,2.157803535461426,2.157803535461426,869.7058131992817,-2.199002609142493,-799.6899981918688,0.768952488899231,0.768952488899231,292.3448147810996,3.971750226850478,1.3888510465621948,1515.0948199072109,577.3609984181821
451,-6.152327158442494,-2320.937145257522,2.114515781402588,2.114515781402588,871.8203289806843,-2.11137137092331,-801.801369562792,0.7256649136543274,0.7256649136543274,293.0704796947539,4.040955787519184,1.3888508677482605,1519.13577569473,578.7498492859304
452,-7.909990988446119,-2328.847136245968,2.7285115718841557,2.7285115718841557,874.5488405525684,-3.8836935109482287,-805.6850630737403,1.3396605253219604,1.3396605253219604,294.41014022007585,4.026297477497891,1.3888510465621953,1523.1620731722278,580.1387003324926
453,-7.283623989865555,-2336.130760235834,2.5323233604431152,2.5323233604431152,877.0811639130116,-3.288925111191687,-808.973988184932,1.1434723138809204,1.1434723138809204,295.5536125339568,3.9946988786738684,1.3888510465621948,1527.156772050902,581.5275513790548
