episode,training_reward,training_energy,training_cost
141,-176.24267614118108,211.75865585038434,-46.14865962555856
142,-241.48404763802,232.06612987282685,-18.771199001164646
143,-230.51744497019413,214.63209405164,-27.33708714927574
144,-516.4420808147336,398.7971434289342,76.67143964027075
145,-334.88889085839145,244.82656143510783,-26.33970171823966
146,-518.3351694175608,390.3227819215382,52.9944952293335
147,-319.149363024522,248.97506473731983,11.061273959083602
148,-376.500505235659,263.01124228694005,22.204462008107484
149,-445.915541240597,316.03974082972854,36.925883640555284
150,-564.7536885687925,412.35719409021937,65.05231392987996
151,-860.4612327077141,647.1897807093337,177.3651900017867
152,-581.8231184062862,422.6299749361351,102.67297532124212
153,-984.0309428563118,770.425371080637,231.38919324229937
154,-840.5258711471704,628.6425441578031,173.616448382425
155,-795.6396485965175,639.467723492533,168.1550603939686
156,-760.3973640816959,608.787964053452,162.40429964306531
157,-791.5755999471678,560.4306099942759,143.037187446427
158,-658.456716932761,532.672461694805,123.0824230523358
159,-868.6659827037079,656.1993828853592,185.76176842069253
160,-699.0199251123361,549.3470240035064,137.57672997772443
161,-775.4597898894294,614.07622164185,165.23666235434507
162,-557.7845929034669,368.3896436151117,72.392643678264
163,-595.7872310442139,478.48987365665073,111.36541286505691
164,-644.9770319124871,493.693635713361,121.0969779421794
165,-646.7183935931694,534.0439249193599,139.17738946498076
166,-398.67126626586975,348.43121332950557,54.30767232312494
167,-362.59166840753835,313.004738975569,61.664355085127525
168,-427.1101281329476,358.7367200966637,74.12050889487814
169,-542.7146488673974,378.8467501775564,94.58676256647108
170,-406.305081731837,294.14548182706017,51.46912979027289
171,-402.07376880814695,353.7286291568223,86.77788328806484
172,-476.23876856404485,315.46758995715686,70.56065631006551
173,-578.2981634953111,405.84207131416827,101.86924636476165
174,-641.8543024560262,473.9159825433868,120.44184296704816
175,-740.5314839789953,563.2158162126021,149.88731073854706
176,-769.9681014102705,597.8569790148417,165.09561607439926
177,-1009.2712206549138,824.9826548738145,226.50687519742652
178,-886.5045386767983,716.9543443098664,197.09515919807018
179,-952.0623949287049,735.8329222012536,201.35104757070036
180,-931.2311906508243,743.0460083764046,214.51262940060406
181,-891.8589633879371,748.0215885149074,201.21306424005812
182,-959.5182919047186,812.7739245310821,205.98774571414918
183,-655.3447792320491,514.4610994205539,130.48786806411925
184,-737.1806526402426,536.5848892795954,133.8872639454167
185,-568.5447182023628,462.958068289014,105.99812027307345
186,-765.4841454672165,640.0394707943778,159.37004106829409
187,-553.591953551194,558.1806731803931,120.35451294854893
188,-302.77552200967796,331.8937205272923,40.8661311777596
189,-339.04648903616925,313.03632806031965,27.416870343440678
190,-375.1770679339289,303.0560243891459,31.523754824755738
191,-127.92026158038176,205.431291717236,-49.59075246393313
192,-274.0026969260455,277.88261394159633,-2.0982935467745722
193,-180.3455787002063,213.33922303566706,-42.369394370580466
194,-254.02167362994567,248.8864647676423,-12.634873103923166
195,-220.485534750961,212.08808376916602,-25.824954127162293
196,-566.3489455651256,424.4235428400847,82.36102149826495
197,-236.9182745213583,228.9886898699697,-28.61823281674179
198,-552.4951275149529,396.58639261161045,53.14179968813741
199,-291.0981796852409,249.70319240315618,8.88804810764513
200,-375.35347601519715,254.21985121697648,25.73230277031903
201,-396.5704721882137,291.5296101598069,35.11544542051534
202,-552.4107653769768,408.9449334307333,80.10567951029569
203,-869.7870916078742,652.4102807836607,181.45457691408228
204,-539.3788536810091,410.55589706264436,98.336714959245
205,-991.1918443652987,777.1726472079754,236.2077958669979
206,-796.186818199977,623.2378468737006,167.890366784457
207,-769.1400750620293,628.0131974853575,163.79705964657478
208,-820.7438862172218,633.3057921752334,163.44225948519306
209,-713.0744842401936,526.0936763138784,133.1328784120068
210,-723.1278766028144,554.8583714655825,124.1068438004346
211,-881.1752286151873,667.6083265682682,188.33038307639072
212,-650.0135169698369,545.4325107878494,135.8622196294897
213,-722.3556544890747,589.4383758723254,167.8166324115257
214,-513.0927513023928,351.0831267752219,69.57626871901448
215,-583.8277759938271,468.7700116306055,117.79460114269
216,-609.7365052066316,485.20592957670556,123.62027406556703
217,-630.8283440406503,524.4124309988996,144.7473770935897
218,-375.9964145257346,361.6657124082167,62.485753776450096
219,-413.3989583856387,338.93040998362153,66.63009357978936
220,-412.1498908736194,362.5134368266383,75.71249199124821
221,-535.292784219892,373.90793476195233,95.4197050135141
222,-364.4027963199696,293.83149118648896,58.409832029440764
223,-484.13757764750324,381.2589401740038,92.08066442232659
224,-378.0651214363439,303.2504539777144,67.2185906122386
225,-504.6550819181619,385.9505612596812,98.76384525602047
226,-657.8854419661136,489.6251457888319,123.66725640868279
227,-737.9994427390595,560.5971937177407,154.96999697159026
228,-792.5958944380139,611.3003473975937,168.15630632348282
229,-1030.7990683271978,811.4765810711049,220.8265817594017
230,-875.518338023201,715.8183990195394,196.5972723872692
231,-938.0282032382153,723.7209051639067,195.65139574272285
232,-927.1560726460257,740.1798622887582,212.21238820027793
233,-902.0775155329712,748.4077258843447,205.07094950298702
234,-954.1690757041358,807.5162102382149,207.42231345241578
235,-629.4591048149786,511.7798668359135,127.20431954910732
236,-707.0172462875441,536.2678198439828,139.75225519907178
237,-562.0242106140379,469.4699012368568,105.16842601515529
238,-767.6429566460271,657.2071874344256,156.9289095599961
239,-593.661951327971,561.9891046884127,120.021854511119
240,-296.38010564427054,342.1796341697882,42.30601056234991
